ID,台风编号,时间,纬度,经度,最低气压,中心风速,移动速度,移动方向,七级风圈,十级风圈,DEPICT,
34358,199109,1991/7/26,21.3,127.8,NULL,35,NULL,NULL,NULL,NULL,NULL,
34357,199109,1991/7/25 18:00:00,20.3,128.4,NULL,33,NULL,NULL,NULL,NULL,NULL,
34356,199109,1991/7/25 12:00:00,19.4,129.1,NULL,33,NULL,NULL,NULL,NULL,NULL,
34355,199109,1991/7/25 6:00:00,18.5,129.8,NULL,30,NULL,NULL,NULL,NULL,NULL,
34354,199109,1991/7/25,17.5,130.2,NULL,28,NULL,NULL,NULL,NULL,NULL,
34353,199109,1991/7/24 18:00:00,16.4,130.2,NULL,23,NULL,NULL,NULL,NULL,NULL,
34352,199109,1991/7/24 12:00:00,15.5,130.2,NULL,23,NULL,NULL,NULL,NULL,NULL,
34351,199109,1991/7/24 6:00:00,14.8,130.3,NULL,23,NULL,NULL,NULL,NULL,NULL,
34350,199109,1991/7/24,14.4,131,NULL,20,NULL,NULL,NULL,NULL,NULL,
34349,199109,1991/7/23 18:00:00,14.2,131.9,NULL,17,NULL,NULL,NULL,NULL,NULL,
34348,199109,1991/7/23 12:00:00,14,132.9,NULL,15,NULL,NULL,NULL,NULL,NULL,
34347,199109,1991/7/23 6:00:00,13.7,133.9,NULL,12,NULL,NULL,NULL,NULL,NULL,
34346,199109,1991/7/23,13.3,134.7,NULL,12,NULL,NULL,NULL,NULL,NULL,
34345,199109,1991/7/22 18:00:00,12.9,135.6,NULL,12,NULL,NULL,NULL,NULL,NULL,
34344,199109,1991/7/22 12:00:00,12.5,136.7,NULL,12,NULL,NULL,NULL,NULL,NULL,
34343,199109,1991/7/22 6:00:00,12.1,137.7,NULL,12,NULL,NULL,NULL,NULL,NULL,
34342,199109,1991/7/22,11.6,138.9,NULL,10,NULL,NULL,NULL,NULL,NULL,
34341,199109,1991/7/21 18:00:00,11.1,140.1,NULL,10,NULL,NULL,NULL,NULL,NULL,
34340,199109,1991/7/21 12:00:00,10.6,141.3,NULL,10,NULL,NULL,NULL,NULL,NULL,
34339,199109,1991/7/21 6:00:00,10,142.5,NULL,10,NULL,NULL,NULL,NULL,NULL,
34338,199109,1991/7/21,9.5,143.7,NULL,10,NULL,NULL,NULL,NULL,NULL,
34337,199109,1991/7/20 18:00:00,9,145,NULL,10,NULL,NULL,NULL,NULL,NULL,
34336,199109,1991/7/20 12:00:00,8.5,146.3,NULL,10,NULL,NULL,NULL,NULL,NULL,
34335,199109,1991/7/20 6:00:00,8,147.7,NULL,10,NULL,NULL,NULL,NULL,NULL,
34334,199109,1991/7/20,7.5,149.1,NULL,10,NULL,NULL,NULL,NULL,NULL,
34333,199109,1991/7/19 18:00:00,7.1,150.5,NULL,10,NULL,NULL,NULL,NULL,NULL,
34332,199109,1991/7/19 12:00:00,6.7,151.8,NULL,10,NULL,NULL,NULL,NULL,NULL,
34331,199109,1991/7/19 6:00:00,6.2,153.1,NULL,7,NULL,NULL,NULL,NULL,NULL,
34330,199109,1991/7/19,5.8,154.4,NULL,7,NULL,NULL,NULL,NULL,NULL,
34329,199109,1991/7/18 18:00:00,5.4,155.7,NULL,7,NULL,NULL,NULL,NULL,NULL,
34328,199109,1991/7/18 12:00:00,5,157,NULL,7,NULL,NULL,NULL,NULL,NULL,
34327,199108,1991/7/25 6:00:00,23.4,109.1,NULL,10,NULL,NULL,NULL,NULL,NULL,
34326,199108,1991/7/25,23.3,109.9,NULL,12,NULL,NULL,NULL,NULL,NULL,
34325,199108,1991/7/24 18:00:00,23,110.6,NULL,15,NULL,NULL,NULL,NULL,NULL,
34324,199108,1991/7/24 12:00:00,22.6,111.4,NULL,20,NULL,NULL,NULL,NULL,NULL,
34323,199108,1991/7/24 6:00:00,22.3,112.2,NULL,28,NULL,NULL,NULL,NULL,NULL,
34322,199108,1991/7/24,22,113.2,NULL,33,NULL,NULL,NULL,NULL,NULL,
34321,199108,1991/7/23 18:00:00,21.6,114.2,NULL,33,NULL,NULL,NULL,NULL,NULL,
34320,199108,1991/7/23 12:00:00,21.1,115.2,NULL,33,NULL,NULL,NULL,NULL,NULL,
34319,199108,1991/7/23 6:00:00,20.6,116.7,NULL,30,NULL,NULL,NULL,NULL,NULL,
34318,199108,1991/7/23,20.1,118.4,NULL,30,NULL,NULL,NULL,NULL,NULL,
34317,199108,1991/7/22 18:00:00,19.4,119.9,NULL,28,NULL,NULL,NULL,NULL,NULL,
34316,199108,1991/7/22 12:00:00,18.6,121.1,NULL,28,NULL,NULL,NULL,NULL,NULL,
34315,199108,1991/7/22 6:00:00,17.6,122,NULL,35,NULL,NULL,NULL,NULL,NULL,
34314,199108,1991/7/22,16.7,122.8,NULL,33,NULL,NULL,NULL,NULL,NULL,
34313,199108,1991/7/21 18:00:00,16.1,123.6,NULL,28,NULL,NULL,NULL,NULL,NULL,
34312,199108,1991/7/21 12:00:00,15.6,124.3,NULL,25,NULL,NULL,NULL,NULL,NULL,
34311,199108,1991/7/21 6:00:00,15.1,125.1,NULL,20,NULL,NULL,NULL,NULL,NULL,
34310,199108,1991/7/21,14.6,125.8,NULL,17,NULL,NULL,NULL,NULL,NULL,
34309,199108,1991/7/20 18:00:00,14.2,126.4,NULL,15,NULL,NULL,NULL,NULL,NULL,
34308,199108,1991/7/20 12:00:00,13.9,127.1,NULL,15,NULL,NULL,NULL,NULL,NULL,
34307,199108,1991/7/20 6:00:00,13.4,127.9,NULL,12,NULL,NULL,NULL,NULL,NULL,
34306,199108,1991/7/20,12.9,128.9,NULL,12,NULL,NULL,NULL,NULL,NULL,
34305,199108,1991/7/19 18:00:00,12.3,130,NULL,12,NULL,NULL,NULL,NULL,NULL,
34304,199108,1991/7/19 12:00:00,11.8,131.1,NULL,12,NULL,NULL,NULL,NULL,NULL,
34303,199108,1991/7/19 6:00:00,11.4,132.3,NULL,10,NULL,NULL,NULL,NULL,NULL,
34302,199108,1991/7/19,10.9,133.5,NULL,10,NULL,NULL,NULL,NULL,NULL,
34301,199108,1991/7/18 18:00:00,10.4,134.8,NULL,10,NULL,NULL,NULL,NULL,NULL,
34300,199108,1991/7/18 12:00:00,10,136.1,NULL,10,NULL,NULL,NULL,NULL,NULL,
34299,199108,1991/7/18 6:00:00,9.6,137.4,NULL,7,NULL,NULL,NULL,NULL,NULL,
34298,199108,1991/7/18,9.1,138.8,NULL,7,NULL,NULL,NULL,NULL,NULL,
34297,199108,1991/7/17 18:00:00,8.7,140.3,NULL,7,NULL,NULL,NULL,NULL,NULL,
34296,199108,1991/7/17 12:00:00,8.2,141.9,NULL,7,NULL,NULL,NULL,NULL,NULL,
34295,199108,1991/7/17 6:00:00,7.6,143.4,NULL,7,NULL,NULL,NULL,NULL,NULL,
34294,199108,1991/7/17,7.1,144.9,NULL,7,NULL,NULL,NULL,NULL,NULL,
34293,199108,1991/7/16 18:00:00,6.5,146.2,NULL,7,NULL,NULL,NULL,NULL,NULL,
34292,199108,1991/7/16 12:00:00,6.1,147.5,NULL,7,NULL,NULL,NULL,NULL,NULL,
34291,199108,1991/7/16 6:00:00,5.9,148.6,NULL,7,NULL,NULL,NULL,NULL,NULL,
34290,199108,1991/7/16,5.8,149.5,NULL,5,NULL,NULL,NULL,NULL,NULL,
34289,199108,1991/7/15 18:00:00,5.8,150.4,NULL,5,NULL,NULL,NULL,NULL,NULL,
34288,199108,1991/7/15 12:00:00,5.9,151.2,NULL,5,NULL,NULL,NULL,NULL,NULL,
34287,199108,1991/7/15 6:00:00,6,152,NULL,5,NULL,NULL,NULL,NULL,NULL,
34286,199108,1991/7/15,6.2,152.8,NULL,5,NULL,NULL,NULL,NULL,NULL,
34285,199107,1991/7/20 6:00:00,25.1,112.4,NULL,12,NULL,NULL,NULL,NULL,NULL,
34284,199107,1991/7/20,24.6,113.6,NULL,17,NULL,NULL,NULL,NULL,NULL,
34283,199107,1991/7/19 18:00:00,24.1,114.8,NULL,23,NULL,NULL,NULL,NULL,NULL,
34282,199107,1991/7/19 12:00:00,23.6,116,NULL,38,NULL,NULL,NULL,NULL,NULL,
34281,199107,1991/7/19 6:00:00,23,117.4,NULL,53,NULL,NULL,NULL,NULL,NULL,
34280,199107,1991/7/19,22.3,119,NULL,61,NULL,NULL,NULL,NULL,NULL,
34279,199107,1991/7/18 18:00:00,21.4,120.8,NULL,64,NULL,NULL,NULL,NULL,NULL,
34278,199107,1991/7/18 12:00:00,20.5,122.4,NULL,64,NULL,NULL,NULL,NULL,NULL,
34277,199107,1991/7/18 6:00:00,19.8,123.8,NULL,59,NULL,NULL,NULL,NULL,NULL,
34276,199107,1991/7/18,19.3,125.1,NULL,53,NULL,NULL,NULL,NULL,NULL,
34275,199107,1991/7/17 18:00:00,18.7,126.3,NULL,46,NULL,NULL,NULL,NULL,NULL,
34274,199107,1991/7/17 12:00:00,18.3,127.4,NULL,38,NULL,NULL,NULL,NULL,NULL,
34273,199107,1991/7/17 6:00:00,17.9,128.5,NULL,33,NULL,NULL,NULL,NULL,NULL,
34272,199107,1991/7/17,17.6,129.6,NULL,30,NULL,NULL,NULL,NULL,NULL,
34271,199107,1991/7/16 18:00:00,17.3,130.7,NULL,28,NULL,NULL,NULL,NULL,NULL,
34270,199107,1991/7/16 12:00:00,16.9,131.9,NULL,23,NULL,NULL,NULL,NULL,NULL,
34269,199107,1991/7/16 6:00:00,16.2,132.9,NULL,20,NULL,NULL,NULL,NULL,NULL,
34268,199107,1991/7/16,15.4,133.7,NULL,17,NULL,NULL,NULL,NULL,NULL,
34267,199107,1991/7/15 18:00:00,14.6,134.5,NULL,15,NULL,NULL,NULL,NULL,NULL,
34266,199107,1991/7/15 12:00:00,14,135.4,NULL,12,NULL,NULL,NULL,NULL,NULL,
34265,199107,1991/7/15 6:00:00,13.5,136.4,NULL,12,NULL,NULL,NULL,NULL,NULL,
34264,199107,1991/7/15,13,137.4,NULL,10,NULL,NULL,NULL,NULL,NULL,
34263,199107,1991/7/14 18:00:00,12.4,138.4,NULL,10,NULL,NULL,NULL,NULL,NULL,
34262,199107,1991/7/14 12:00:00,11.9,139.4,NULL,10,NULL,NULL,NULL,NULL,NULL,
34261,199107,1991/7/14 6:00:00,11.5,140.4,NULL,10,NULL,NULL,NULL,NULL,NULL,
34260,199107,1991/7/14,11.3,141.6,NULL,10,NULL,NULL,NULL,NULL,NULL,
34259,199107,1991/7/13 18:00:00,11.2,142.7,NULL,10,NULL,NULL,NULL,NULL,NULL,
34258,199107,1991/7/13 12:00:00,11.2,143.8,NULL,10,NULL,NULL,NULL,NULL,NULL,
34257,199107,1991/7/13 6:00:00,11.2,144.8,NULL,7,NULL,NULL,NULL,NULL,NULL,
34256,199107,1991/7/13,11.2,145.7,NULL,7,NULL,NULL,NULL,NULL,NULL,
34255,199107,1991/7/12 18:00:00,11.2,146.7,NULL,7,NULL,NULL,NULL,NULL,NULL,
34254,199106,1991/7/14 12:00:00,22.4,103.8,NULL,12,NULL,NULL,NULL,NULL,NULL,
34253,199106,1991/7/14 6:00:00,22,104.9,NULL,17,NULL,NULL,NULL,NULL,NULL,
34252,199106,1991/7/14,21.5,105.8,NULL,23,NULL,NULL,NULL,NULL,NULL,
34251,199106,1991/7/13 18:00:00,21.1,106.7,NULL,30,NULL,NULL,NULL,NULL,NULL,
34250,199106,1991/7/13 12:00:00,20.3,107.9,NULL,33,NULL,NULL,NULL,NULL,NULL,
34249,199106,1991/7/13 6:00:00,19.7,108.9,NULL,33,NULL,NULL,NULL,NULL,NULL,
34248,199106,1991/7/13,19,109.8,NULL,35,NULL,NULL,NULL,NULL,NULL,
34247,199106,1991/7/12 18:00:00,18.4,110.8,NULL,41,NULL,NULL,NULL,NULL,NULL,
34246,199106,1991/7/12 12:00:00,17.8,111.7,NULL,35,NULL,NULL,NULL,NULL,NULL,
34245,199106,1991/7/12 6:00:00,17.2,112.5,NULL,33,NULL,NULL,NULL,NULL,NULL,
34244,199106,1991/7/12,16.5,113.2,NULL,30,NULL,NULL,NULL,NULL,NULL,
34243,199106,1991/7/11 18:00:00,16,114,NULL,28,NULL,NULL,NULL,NULL,NULL,
34242,199106,1991/7/11 12:00:00,15.6,114.9,NULL,25,NULL,NULL,NULL,NULL,NULL,
34241,199106,1991/7/11 6:00:00,15.3,115.9,NULL,23,NULL,NULL,NULL,NULL,NULL,
34240,199106,1991/7/11,15,116.9,NULL,20,NULL,NULL,NULL,NULL,NULL,
34239,199106,1991/7/10 18:00:00,14.8,118.1,NULL,17,NULL,NULL,NULL,NULL,NULL,
34238,199106,1991/7/10 12:00:00,14.5,119.4,NULL,17,NULL,NULL,NULL,NULL,NULL,
34237,199106,1991/7/10 6:00:00,14.1,120.9,NULL,15,NULL,NULL,NULL,NULL,NULL,
34236,199106,1991/7/10,13.6,122.3,NULL,15,NULL,NULL,NULL,NULL,NULL,
34235,199106,1991/7/9 18:00:00,12.9,123.6,NULL,12,NULL,NULL,NULL,NULL,NULL,
34234,199106,1991/7/9 12:00:00,12.1,124.6,NULL,12,NULL,NULL,NULL,NULL,NULL,
34233,199106,1991/7/9 6:00:00,11.3,125.4,NULL,12,NULL,NULL,NULL,NULL,NULL,
34232,199106,1991/7/9,10.8,126.3,NULL,12,NULL,NULL,NULL,NULL,NULL,
34231,199106,1991/7/8 18:00:00,10.3,127.2,NULL,12,NULL,NULL,NULL,NULL,NULL,
34230,199106,1991/7/8 12:00:00,9.9,128.2,NULL,12,NULL,NULL,NULL,NULL,NULL,
34229,199106,1991/7/8 6:00:00,9.5,129.4,NULL,12,NULL,NULL,NULL,NULL,NULL,
34228,199106,1991/7/8,9.1,130.7,NULL,12,NULL,NULL,NULL,NULL,NULL,
34227,199106,1991/7/7 18:00:00,8.7,132.1,NULL,10,NULL,NULL,NULL,NULL,NULL,
34226,199106,1991/7/7 12:00:00,8.3,133.5,NULL,10,NULL,NULL,NULL,NULL,NULL,
34225,199106,1991/7/7 6:00:00,7.9,134.7,NULL,10,NULL,NULL,NULL,NULL,NULL,
34224,199106,1991/7/7,7.4,135.7,NULL,10,NULL,NULL,NULL,NULL,NULL,
34223,199106,1991/7/6 18:00:00,7,136.6,NULL,7,NULL,NULL,NULL,NULL,NULL,
34222,199106,1991/7/6 12:00:00,6.6,137.4,NULL,7,NULL,NULL,NULL,NULL,NULL,
34221,199106,1991/7/6 6:00:00,6.2,138.2,NULL,7,NULL,NULL,NULL,NULL,NULL,
34220,199106,1991/7/6,5.7,138.9,NULL,7,NULL,NULL,NULL,NULL,NULL,
34219,199105,1991/6/17,22.6,121.5,NULL,10,NULL,NULL,NULL,NULL,NULL,
34218,199105,1991/6/16 18:00:00,21.9,121,NULL,12,NULL,NULL,NULL,NULL,NULL,
34217,199105,1991/6/16 12:00:00,21.1,120.6,NULL,15,NULL,NULL,NULL,NULL,NULL,
34216,199105,1991/6/16 6:00:00,20.1,120.2,NULL,15,NULL,NULL,NULL,NULL,NULL,
34215,199105,1991/6/16,18.8,119.9,NULL,15,NULL,NULL,NULL,NULL,NULL,
34214,199105,1991/6/15 18:00:00,17.7,120,NULL,17,NULL,NULL,NULL,NULL,NULL,
34213,199105,1991/6/15 12:00:00,16.7,120.2,NULL,20,NULL,NULL,NULL,NULL,NULL,
34212,199105,1991/6/15 6:00:00,15.8,120.8,NULL,23,NULL,NULL,NULL,NULL,NULL,
34211,199105,1991/6/15,15.4,121.7,NULL,33,NULL,NULL,NULL,NULL,NULL,
34210,199105,1991/6/14 18:00:00,15,122.3,NULL,43,NULL,NULL,NULL,NULL,NULL,
34209,199105,1991/6/14 12:00:00,14.8,123,NULL,48,NULL,NULL,NULL,NULL,NULL,
34208,199105,1991/6/14 6:00:00,14.5,123.6,NULL,53,NULL,NULL,NULL,NULL,NULL,
34207,199105,1991/6/14,14.2,124.2,NULL,48,NULL,NULL,NULL,NULL,NULL,
34206,199105,1991/6/13 18:00:00,13.9,124.6,NULL,43,NULL,NULL,NULL,NULL,NULL,
34205,199105,1991/6/13 12:00:00,13.7,124.9,NULL,38,NULL,NULL,NULL,NULL,NULL,
34204,199105,1991/6/13 6:00:00,13.5,125.2,NULL,33,NULL,NULL,NULL,NULL,NULL,
34203,199105,1991/6/13,13.3,125.6,NULL,28,NULL,NULL,NULL,NULL,NULL,
34202,199105,1991/6/12 18:00:00,12.9,126,NULL,23,NULL,NULL,NULL,NULL,NULL,
34201,199105,1991/6/12 12:00:00,12.4,126.4,NULL,17,NULL,NULL,NULL,NULL,NULL,
34200,199105,1991/6/12 6:00:00,11.9,126.7,NULL,12,NULL,NULL,NULL,NULL,NULL,
34199,199105,1991/6/12,11.4,127,NULL,10,NULL,NULL,NULL,NULL,NULL,
34198,199105,1991/6/11 18:00:00,11,127.2,NULL,10,NULL,NULL,NULL,NULL,NULL,
34197,199104,1991/5/16 12:00:00,26.6,133.7,NULL,30,NULL,NULL,NULL,NULL,NULL,
34196,199104,1991/5/16 6:00:00,25.3,130.9,NULL,35,NULL,NULL,NULL,NULL,NULL,
34195,199104,1991/5/16,24.3,128.6,NULL,38,NULL,NULL,NULL,NULL,NULL,
34194,199104,1991/5/15 18:00:00,23.3,127,NULL,41,NULL,NULL,NULL,NULL,NULL,
34193,199104,1991/5/15 12:00:00,22.2,125.9,NULL,46,NULL,NULL,NULL,NULL,NULL,
34192,199104,1991/5/15 6:00:00,21.2,125.1,NULL,48,NULL,NULL,NULL,NULL,NULL,
34191,199104,1991/5/15,20.4,124.7,NULL,48,NULL,NULL,NULL,NULL,NULL,
34190,199104,1991/5/14 18:00:00,19.7,124.7,NULL,51,NULL,NULL,NULL,NULL,NULL,
34189,199104,1991/5/14 12:00:00,19,124.8,NULL,53,NULL,NULL,NULL,NULL,NULL,
34188,199104,1991/5/14 6:00:00,18.2,125.1,NULL,56,NULL,NULL,NULL,NULL,NULL,
34187,199104,1991/5/14,17.6,125.4,NULL,59,NULL,NULL,NULL,NULL,NULL,
34186,199104,1991/5/13 18:00:00,17.1,125.9,NULL,61,NULL,NULL,NULL,NULL,NULL,
34185,199104,1991/5/13 12:00:00,16.7,126.5,NULL,64,NULL,NULL,NULL,NULL,NULL,
34184,199104,1991/5/13 6:00:00,16.3,127.1,NULL,64,NULL,NULL,NULL,NULL,NULL,
34183,199104,1991/5/13,16,127.8,NULL,66,NULL,NULL,NULL,NULL,NULL,
34182,199104,1991/5/12 18:00:00,15.6,128.6,NULL,69,NULL,NULL,NULL,NULL,NULL,
34181,199104,1991/5/12 12:00:00,15.2,129.6,NULL,71,NULL,NULL,NULL,NULL,NULL,
34180,199104,1991/5/12 6:00:00,14.8,130.6,NULL,71,NULL,NULL,NULL,NULL,NULL,
34179,199104,1991/5/12,14.4,131.6,NULL,69,NULL,NULL,NULL,NULL,NULL,
34178,199104,1991/5/11 18:00:00,14.1,132.8,NULL,66,NULL,NULL,NULL,NULL,NULL,
34177,199104,1991/5/11 12:00:00,13.7,134.1,NULL,64,NULL,NULL,NULL,NULL,NULL,
34176,199104,1991/5/11 6:00:00,13.3,135.6,NULL,61,NULL,NULL,NULL,NULL,NULL,
34175,199104,1991/5/11,13,137.1,NULL,59,NULL,NULL,NULL,NULL,NULL,
34174,199104,1991/5/10 18:00:00,12.7,138.5,NULL,59,NULL,NULL,NULL,NULL,NULL,
34173,199104,1991/5/10 12:00:00,12.4,139.7,NULL,59,NULL,NULL,NULL,NULL,NULL,
34172,199104,1991/5/10 6:00:00,12.1,140.9,NULL,59,NULL,NULL,NULL,NULL,NULL,
34171,199104,1991/5/10,11.8,142,NULL,56,NULL,NULL,NULL,NULL,NULL,
34170,199104,1991/5/9 18:00:00,11.5,143.1,NULL,53,NULL,NULL,NULL,NULL,NULL,
34169,199104,1991/5/9 12:00:00,11.1,144.1,NULL,51,NULL,NULL,NULL,NULL,NULL,
34168,199104,1991/5/9 6:00:00,10.8,145,NULL,46,NULL,NULL,NULL,NULL,NULL,
34167,199104,1991/5/9,10.5,145.7,NULL,35,NULL,NULL,NULL,NULL,NULL,
34166,199104,1991/5/8 18:00:00,10.2,146.4,NULL,30,NULL,NULL,NULL,NULL,NULL,
34165,199104,1991/5/8 12:00:00,9.9,147.1,NULL,28,NULL,NULL,NULL,NULL,NULL,
34164,199104,1991/5/8 6:00:00,9.6,147.7,NULL,25,NULL,NULL,NULL,NULL,NULL,
34163,199104,1991/5/8,9.3,148.3,NULL,23,NULL,NULL,NULL,NULL,NULL,
34162,199104,1991/5/7 18:00:00,9.1,148.8,NULL,20,NULL,NULL,NULL,NULL,NULL,
34161,199104,1991/5/7 12:00:00,8.8,149.3,NULL,17,NULL,NULL,NULL,NULL,NULL,
34160,199104,1991/5/7 6:00:00,8.5,149.7,NULL,17,NULL,NULL,NULL,NULL,NULL,
34159,199104,1991/5/7,8.2,150.1,NULL,17,NULL,NULL,NULL,NULL,NULL,
34158,199104,1991/5/6 18:00:00,7.9,150.4,NULL,15,NULL,NULL,NULL,NULL,NULL,
34157,199104,1991/5/6 12:00:00,7.6,150.7,NULL,15,NULL,NULL,NULL,NULL,NULL,
34156,199104,1991/5/6 6:00:00,7.3,150.9,NULL,12,NULL,NULL,NULL,NULL,NULL,
34155,199104,1991/5/6,7.1,151,NULL,12,NULL,NULL,NULL,NULL,NULL,
34154,199104,1991/5/5 18:00:00,6.7,151.3,NULL,12,NULL,NULL,NULL,NULL,NULL,
34153,199104,1991/5/5 12:00:00,6.4,151.5,NULL,10,NULL,NULL,NULL,NULL,NULL,
34152,199104,1991/5/5 6:00:00,6.2,151.8,NULL,10,NULL,NULL,NULL,NULL,NULL,
34151,199104,1991/5/5,6,151.9,NULL,10,NULL,NULL,NULL,NULL,NULL,
34150,199104,1991/5/4 18:00:00,5.8,152,NULL,10,NULL,NULL,NULL,NULL,NULL,
34149,199104,1991/5/4 12:00:00,5.5,152.1,NULL,7,NULL,NULL,NULL,NULL,NULL,
34148,199104,1991/5/4 6:00:00,5,152.1,NULL,7,NULL,NULL,NULL,NULL,NULL,
34147,199104,1991/5/4,4.6,151.9,NULL,7,NULL,NULL,NULL,NULL,NULL,
34146,199103,1991/4/28 18:00:00,20.3,111.7,NULL,12,NULL,NULL,NULL,NULL,NULL,
34145,199103,1991/4/28 12:00:00,19,111.3,NULL,12,NULL,NULL,NULL,NULL,NULL,
34144,199103,1991/4/28 6:00:00,17.8,110.9,NULL,12,NULL,NULL,NULL,NULL,NULL,
34143,199103,1991/4/28,16.6,110.8,NULL,15,NULL,NULL,NULL,NULL,NULL,
34142,199103,1991/4/27 18:00:00,15.5,110.8,NULL,17,NULL,NULL,NULL,NULL,NULL,
34141,199103,1991/4/27 12:00:00,14.5,111.2,NULL,20,NULL,NULL,NULL,NULL,NULL,
34140,199103,1991/4/27 6:00:00,13.7,112,NULL,23,NULL,NULL,NULL,NULL,NULL,
34139,199103,1991/4/27,13.1,113,NULL,23,NULL,NULL,NULL,NULL,NULL,
34138,199103,1991/4/26 18:00:00,12.7,114.2,NULL,23,NULL,NULL,NULL,NULL,NULL,
34137,199103,1991/4/26 12:00:00,12.3,115.4,NULL,20,NULL,NULL,NULL,NULL,NULL,
34136,199103,1991/4/26 6:00:00,11.9,116.6,NULL,20,NULL,NULL,NULL,NULL,NULL,
34135,199103,1991/4/26,11.6,117.8,NULL,17,NULL,NULL,NULL,NULL,NULL,
34134,199103,1991/4/25 18:00:00,11.3,119,NULL,15,NULL,NULL,NULL,NULL,NULL,
34133,199103,1991/4/25 12:00:00,11,120.2,NULL,15,NULL,NULL,NULL,NULL,NULL,
34132,199103,1991/4/25 6:00:00,10.5,121.4,NULL,12,NULL,NULL,NULL,NULL,NULL,
34131,199103,1991/4/25,10,122.7,NULL,12,NULL,NULL,NULL,NULL,NULL,
34130,199103,1991/4/24 18:00:00,9.5,123.9,NULL,15,NULL,NULL,NULL,NULL,NULL,
34129,199103,1991/4/24 12:00:00,9.2,125.2,NULL,15,NULL,NULL,NULL,NULL,NULL,
34128,199103,1991/4/24 6:00:00,8.9,126.5,NULL,15,NULL,NULL,NULL,NULL,NULL,
34127,199103,1991/4/24,8.7,127.7,NULL,15,NULL,NULL,NULL,NULL,NULL,
34126,199103,1991/4/23 18:00:00,8.5,128.9,NULL,15,NULL,NULL,NULL,NULL,NULL,
34125,199103,1991/4/23 12:00:00,8.2,130.2,NULL,12,NULL,NULL,NULL,NULL,NULL,
34124,199103,1991/4/23 6:00:00,7.8,131.5,NULL,12,NULL,NULL,NULL,NULL,NULL,
34123,199103,1991/4/23,7.4,132.8,NULL,12,NULL,NULL,NULL,NULL,NULL,
34122,199103,1991/4/22 18:00:00,6.6,134,NULL,10,NULL,NULL,NULL,NULL,NULL,
34121,199103,1991/4/22 12:00:00,5.6,135.1,NULL,10,NULL,NULL,NULL,NULL,NULL,
34120,199103,1991/4/22 6:00:00,4.7,136.2,NULL,7,NULL,NULL,NULL,NULL,NULL,
34119,199103,1991/4/22,4,137.3,NULL,7,NULL,NULL,NULL,NULL,NULL,
34118,199103,1991/4/21 18:00:00,3.9,138.6,NULL,7,NULL,NULL,NULL,NULL,NULL,
34117,199103,1991/4/21 12:00:00,3.9,139.9,NULL,7,NULL,NULL,NULL,NULL,NULL,
34116,199103,1991/4/21 6:00:00,3.9,141.2,NULL,7,NULL,NULL,NULL,NULL,NULL,
34115,199103,1991/4/21,3.9,142.5,NULL,7,NULL,NULL,NULL,NULL,NULL,
34114,199103,1991/4/20 18:00:00,3.9,143.8,NULL,7,NULL,NULL,NULL,NULL,NULL,
34113,199103,1991/4/20 12:00:00,3.9,145,NULL,7,NULL,NULL,NULL,NULL,NULL,
34112,199102,1991/3/25 18:00:00,21.2,157.7,NULL,20,NULL,NULL,NULL,NULL,NULL,
34111,199102,1991/3/25 12:00:00,20.8,157.4,NULL,23,NULL,NULL,NULL,NULL,NULL,
34110,199102,1991/3/25 6:00:00,20.4,156.9,NULL,25,NULL,NULL,NULL,NULL,NULL,
34109,199102,1991/3/25,20,156.4,NULL,28,NULL,NULL,NULL,NULL,NULL,
34108,199102,1991/3/24 18:00:00,19.5,155.6,NULL,30,NULL,NULL,NULL,NULL,NULL,
34107,199102,1991/3/24 12:00:00,18.8,154.8,NULL,33,NULL,NULL,NULL,NULL,NULL,
34106,199102,1991/3/24 6:00:00,18.1,154,NULL,33,NULL,NULL,NULL,NULL,NULL,
34105,199102,1991/3/24,17.4,153.4,NULL,33,NULL,NULL,NULL,NULL,NULL,
34104,199102,1991/3/23 18:00:00,16.6,152.9,NULL,35,NULL,NULL,NULL,NULL,NULL,
34103,199102,1991/3/23 12:00:00,15.7,152.6,NULL,33,NULL,NULL,NULL,NULL,NULL,
34102,199102,1991/3/23 6:00:00,14.7,152.4,NULL,33,NULL,NULL,NULL,NULL,NULL,
34101,199102,1991/3/23,13.6,152.5,NULL,30,NULL,NULL,NULL,NULL,NULL,
34100,199102,1991/3/22 18:00:00,12.6,152.7,NULL,25,NULL,NULL,NULL,NULL,NULL,
34099,199102,1991/3/22 12:00:00,11.6,153,NULL,23,NULL,NULL,NULL,NULL,NULL,
34098,199102,1991/3/22 6:00:00,10.7,153.5,NULL,20,NULL,NULL,NULL,NULL,NULL,
34097,199102,1991/3/22,9.7,154,NULL,20,NULL,NULL,NULL,NULL,NULL,
34096,199102,1991/3/21 18:00:00,8.7,154.5,NULL,17,NULL,NULL,NULL,NULL,NULL,
34095,199102,1991/3/21 12:00:00,7.8,155.1,NULL,17,NULL,NULL,NULL,NULL,NULL,
34094,199102,1991/3/21 6:00:00,7.1,155.8,NULL,15,NULL,NULL,NULL,NULL,NULL,
34093,199102,1991/3/21,6.6,156.6,NULL,15,NULL,NULL,NULL,NULL,NULL,
34092,199102,1991/3/20 18:00:00,6.2,157.4,NULL,15,NULL,NULL,NULL,NULL,NULL,
